"","X.1","Study_number","Site_ID","Latitude","Longitude","R","p_R","Q","p_Q","Ts_mean","Q10_Rs","obs","Q_Rh","p_Q_Rh","Q10_Rh","obs_Rh","Q_Ra","p_Q_Ra","Q10_Ra","obs_Ra","IGBP","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","warner_rs","Q10_diff","IGBP_FromPaper","X","ID","CLY","SLT","CEC","PHIKCL","BD","ORC","prec_mean","temp_mean","ai_resampled","et0_resampled","AGB","BGB","GPP","EVI","N_DEC","AM","EcM","ErM","NM","clay_temp_ratio","cec_clay_ratio","clay_silt_sum","Qa_Qh","elev_avg","nitrogen_avg","pred_avg","MAOC","POC","Qa.Qh","cec_clay_rati","C_N_rati","ALd","ALo","ALp","Fed","Feo","Fep","OC_Fe"
"39",39,4136,"CN-YJG-II",44.75,123.75,0.167028932,0.2094,0.095513631,0.0161,21.97785714,2.599024839,7,0.072179129,0.0111,2.058116597,7,0.149492224,0.0669,4.458989823,7,"GRA","Wetland","WAT",0,"Dwa","Dsw","Wetland",241.5444756,2.400873227,"GRA","",39,21,29,23,58,1340,15,437,632,3421.50927734375,1315.798828,17,1387,1204.54907226562,1856.75500488281,0.896447360515594,70,0,0,30,0.0332278481012658,1.0952380952381,50,2.16653897524543,151.500366210938,137.817596435547,22.4855142212275,16.39379131,2.13258147,2.16653897524543,1.0952380952381,0.108839512427682,1.05845129489899,1.76565110683441,0.823147177696228,8.47068977355957,2.62456727027893,0.704960584640503,0.957213878631592
"40",40,4155,"CN-XEF-I",26.25,117.75,2.274611719,2e-04,0.027886194,0.0045,20.63666667,1.321624862,12,0.027408256,0.0104,1.315323391,12,0.028410996,0.0023,1.328579008,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,0.013255617,"ENF","",40,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,1.01007783872065,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,1.01007783872065,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"41",41,4155,"CN-XEF-II",26.25,117.75,2.320648135,1e-04,0.026934852,0.0022,20.63666667,1.309111313,12,0.025516095,0.0046,1.290669336,12,0.028601619,0.0012,1.331114005,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,0.040444669,"ENF","",41,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,1.03133619732948,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,1.03133619732948,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"42",42,4155,"CN-XEF-IV",26.25,117.75,0.907097748,3e-04,0.037253973,8e-04,20.63666667,1.451416147,12,0.038146057,1e-04,1.464421926,12,0.036084818,0.0077,1.434545653,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,-0.029876272,"ENF","",42,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,0.97959858940271,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,0.97959858940271,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"43",43,4155,"CN-XEF-V",26.25,117.75,0.87488465,0,0.03638571,1e-04,20.63666667,1.438868584,12,0.036230564,0,1.436637969,12,0.036346192,0.0028,1.438300091,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,0.001662122,"ENF","",43,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,1.00115695257669,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,1.00115695257669,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"44",44,4155,"CN-XEF-VII",26.25,117.75,0.483115354,0.0046,0.050753291,0.0013,20.63666667,1.661187828,12,0.036303826,0.0095,1.43769086,12,0.073016833,0.001,2.075429929,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,0.637739069,"ENF","",44,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,1.44358567390489,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,1.44358567390489,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"45",45,4155,"CN-XEF-VIII",26.25,117.75,0.44588738,0.0011,0.052747885,1e-04,20.63666667,1.694654437,12,0.035039738,8e-04,1.419631574,12,0.079281482,4e-04,2.20960732,12,"ENF","Forest","MF",0,"Cfa","Cf","T&B FOR",499.7367613,0.789975745,"ENF","",45,23,35,12,43,1148,38,1734,2101,12804.81641,1279.58947753906,34,1148,5116.50146484375,3784.99536132812,1.04722702503204,40,56,1,3,0.0109471680152308,0.521739130434783,58,1.55646532555918,1124.08325195312,261.002807617188,97.7478400204506,9.234371507,2.796026589,1.55646532555918,0.521739130434783,0.145592303572974,7.82607412338257,6.570152759552,2.4596836566925,36.1681671142578,2.86873245239258,1.45442414283752,3.37146615982056
"46",46,4166,"FI-HUH-II",63.25,31.25,0.615733125,0,0.115938341,0,5.158222222,3.187967017,11,0.087349125,0,2.395258731,11,0.158552144,0,4.881836318,11,"ENF","Wetland","WAT",0,"Dfc","Df","Wetland",370.1365335,2.486577588,"ENF","",46,6,39,39,38,720,236,621,102,10216.67969,624.426696777344,77,858,1857.12463378906,2103.07983398438,0.472673386335373,20,70,5,5,0.0588235294117647,6.5,45,2.03812484005094,212.250381469727,383.954132080078,396.212511810125,6.995094583,2.385873284,2.03812484005094,6.5,0.614656752673727,5.93084049224854,6.28548526763916,2.86485362052917,7.19242572784424,4.82782173156738,1.61702108383179,1.93681681156158
"47",47,4166,"FI-HUH-III",63.25,31.25,0.673266078,0,0.125427366,0,5.158222222,3.505291428,11,0.093843178,0,2.555969963,11,0.167516084,0,5.33965391,11,"ENF","Wetland","WAT",0,"Dfc","Df","Wetland",370.1365335,2.783683947,"ENF","",47,6,39,39,38,720,236,621,102,10216.67969,624.426696777344,77,858,1857.12463378906,2103.07983398438,0.472673386335373,20,70,5,5,0.0588235294117647,6.5,45,2.08909102504973,212.250381469727,383.954132080078,396.212511810125,6.995094583,2.385873284,2.08909102504973,6.5,0.614656752673727,5.93084049224854,6.28548526763916,2.86485362052917,7.19242572784424,4.82782173156738,1.61702108383179,1.93681681156158
"48",48,4174,"US-KFF-CLIPCK",35.25,-97.25,0.729284907,0,0.055652576,0,17.77948052,1.744600804,77,0.062235553,0,1.863311972,48,0.082082062,0,2.272363827,48,"WSA","Savanna","GRA",0,"Cfa","Cf","Savanna",492.9928802,0.409051855,"WSA","",48,20,41,17,54,1446,22,898,1923,5480.52685546875,1710.19555664062,27,1321,2152.65893554688,2522.36303710938,0.914673030376434,0,0,0,0,0.0104004160166407,0.85,61,1.21952945139989,353.614005348899,145.909854542125,32.9698830317571,10.85545691,4.423723146,1.21952945139989,0.85,0.150778027084171,5.065749168396,4.11173343658447,1.85433983802795,37.319652557373,3.80796813964844,0.992506861686707,1.33317399024963
"49",49,4174,"US-KFF-UCCK",35.25,-97.25,0.812193778,0,0.053126334,0,17.77948052,1.701079991,77,0.063275161,0,1.882784149,48,0.077487166,0,2.170313575,48,"WSA","Savanna","GRA",0,"Cfa","Cf","Savanna",492.9928802,0.287529426,"WSA","",49,20,41,17,54,1446,22,898,1923,5480.52685546875,1710.19555664062,27,1321,2152.65893554688,2522.36303710938,0.914673030376434,0,0,0,0,0.0104004160166407,0.85,61,1.15271502373372,353.614005348899,145.909854542125,32.9698830317571,10.85545691,4.423723146,1.15271502373372,0.85,0.150778027084171,5.065749168396,4.11173343658447,1.85433983802795,37.319652557373,3.80796813964844,0.992506861686707,1.33317399024963
"50",50,4303,"CA-CSK",54.25,-104.75,1.059724145,0,0.146227167,0,1.3712,4.315752358,75,0.129390232,0,3.646990537,75,0.165430505,0,5.229444437,75,"CVM","Agriculture","CRO",0,"Dfc","Df","Agriculture",279.9389966,1.5824539,"CVM","",50,18,27,59,50,703,215,509,-154,6289.164063,800.98291015625,67,776,1885.77087402344,2412.2216796875,0.236583203077316,10,88,1,1,-0.116883117,3.27777777777778,45,1.43390677435147,641.246459960938,302.457916259766,166.287173158246,16.57835444,7.778565283,1.43390677435147,3.27777777777778,0.710842693948032,3.33086252212524,4.17265844345093,1.76618838310242,12.2212867736816,7.5021858215332,1.57130742073059,2.39418315887451
"51",51,4348,"US-MEO",44.75,-121.25,2.092719525,0,0.039265909,0.0015,12.87666667,1.480913443,42,0.040345038,0.0015,1.496980957,28,0.056778633,0.0892,1.76435702,28,"GRA","Grassland","GRA",0,"Csb","Cs","Grassland",298.3465913,0.267376063,"GRA","",51,16,37,26,61,1406,16,366,1175,2837.01708984375,1503.31030273438,18,1341,900.092224121094,2026.23962402344,0.369371980428696,60,20,15,5,0.0136170212765957,1.625,53,1.1786101965758,597.202392578125,133.476333618164,37.9817059861689,7.093325161,1.551449155,1.1786101965758,1.625,0.119871437627072,3.36102056503296,4.55302429199219,1.93436920642853,12.9899082183838,3.47894763946533,0.927723169326782,1.14840471744537
"52",52,4435,"FI-KAN-SITE1",66.25,24.25,0.594055276,0,0.135449247,0,4.37625,3.874793898,16,0.120252448,0,3.328509076,16,0.15368357,0,4.649853444,16,"DBF","Wetland","WAT",0,"Dfc","Df","Wetland",333.2427928,1.321344367,"DBF","",52,4,30,40,35,769,229,535,39,10371.2509765625,569.840759277344,94,907,1691.39392089844,2342.0341796875,0.281061410903931,20,70,5,5,0.102564102564103,10,34,1.39697784738743,117.000984191895,661.033081054688,362.934045885728,6.030965257,2.066601323,1.39697784738743,10,0.346427442987615,6.0187463760376,8.68095207214355,2.94255590438843,8.62875366210938,9.3529748916626,1.36286079883575,5.55349731445312
"53",53,4554,"FI-LIA-PES",62.75,30.75,0.588940327,0,0.058748787,0,12.28611111,1.799462242,36,0.054851807,0.0019,1.730686366,36,0.061855861,0,1.856250537,36,"CRO","Wetland","WAT",0,"Dfc","Df","Wetland",283.0682634,0.125564171,"CRO","",53,11,42,40,42,752,195,632,183,10295.2119140625,645.275268554688,71,833,2086.62670898438,2280.36059570312,0.472673386335373,20,70,5,5,0.0601092896174863,3.63636363636364,53,1.07255166127541,179.249633789062,480.339996337891,379.656600665071,7.766413178,2.358425293,1.07255166127541,3.63636363636364,0.405962446364406,5.80641651153564,6.13946151733398,3.31160545349121,6.88308811187744,5.34988498687744,1.48403477668762,4.25335359573364
"54",54,4629,"CN-YAE",31.75,105.75,0.540308472,0.0026,0.063463793,2e-04,16.7675,1.886339029,12,0.048267621,0,1.620405146,12,0.080421745,0.0017,2.234946853,12,"ENF","Agriculture","CRO",0,"Cwa","Cw","Agriculture",344.5912318,0.614541707,"ENF","",54,25,45,18,55,1299,22,990,1987,9893.8037109375,1006.24328613281,20,1318,3488.67016601562,2984.068359,1.99133098125458,54,20,1,25,0.0125817815802718,0.72,70,1.37925188556517,494.715637207031,168.872024536133,23.4095041415352,9.150284603,2.486073712,1.37925188556517,0.72,0.130276166584909,6.83967018127441,3.43943643569946,1.61618793010712,32.8256149291992,3.84146404266357,1.03881454467773,2.00523567199707
"55",55,5113,"CN-AMN-CK",24.75,101.25,0.540676145,0.0017,0.120247082,0,11.78636364,3.328330481,33,0.125691506,0,3.514562536,33,0.108993702,9e-04,2.974086761,33,"ENF","Forest","MF",0,"Cwb","Cw","T&B FOR",393.8815149,-0.540475774,"ENF","",55,33,35,23,50,1136,49,973,1998,6527.27490234375,1373.83703613281,34,1178,4234.599609,3118.40942382812,0.737262189388275,40,56,1,3,0.0165165165165165,0.696969696969697,68,0.846218193739945,1807.2939453125,220.805267333984,41.7160230567171,13.93445792,3.932896084,0.846218193739945,0.696969696969697,0.221914995922103,5.8795313835144,6.49464273452759,3.30188393592834,33.4483604431152,8.38863945007324,2.54505205154419,5.93926620483398
"56",56,5114,"AT-MWA-CK",47.75,11.75,0.466070647,0,0.120411977,0,10.09321429,3.333823248,28,0.059105763,0.0091,1.805897373,28,0.19754819,0,7.210093331,28,"ENF","Forest","EF",0,"Cfb","Cf","T&B FOR",445.1709947,5.404195957,"ENF","",56,22,49,32,54,1021,75,1016,819,14866.90234,885.734130859375,46,1027,3521.8779296875,3877.23803710938,1.11798071861267,25,69,5,1,0.0268620268620269,1.45454545454545,71,3.99252661795638,1115.5185546875,532.664001464844,99.2382813119012,14.98850004,4.552799925,3.99252661795638,1.45454545454545,0.140801705753998,6.33684349060059,5.48487520217896,2.92630529403687,14.673734664917,6.00640869140625,2.05343580245972,6.4915452003479
"57",57,5125,"JP-SHE-CK",42.43,142.48,0.781625305,0,0.123395788,0,9.02125,3.434797196,24,0.139015468,0,4.015471125,24,0.108678834,0,2.964737038,24,"GRA","Forest","MF",0,"Dfb","Df","T&B FOR",427.4995261,-1.050734087,"GRA","",57,18,43,26,47,1109,77,1151,851,12549.41797,814.774841308594,46,1063,2891.02490234375,3622.28955078125,0.613201797008514,NA,NA,NA,NA,0.0211515863689777,1.44444444444444,61,0.738328566115638,103.755104064941,396.244903564453,33.640755544074,12.54976505,4.534109197,0.738328566115638,1.44444444444444,0.194324265895511,8.18430328369141,7.09483814239502,3.46756267547607,12.5755481719971,4.80822467803955,1.68480229377747,5.79256629943848
"58",58,5317,"CH-LGE-FAGUS1",47.75,8.75,1.212090745,0,0.069332178,0,11.88055556,2.00034923,36,0.064490558,0,1.90580707,36,0.07591763,1e-04,2.136515639,36,"CRO","Agriculture","CRO",0,"Cfb","Cf","Agriculture",446.712731,0.230708569,"CRO","",58,20,48,19,58,1189,27,978,1060,10303.32422,851.571655273438,37,1203,3627.23486328125,3560.64184570312,1.1233526468277,70,0,0,30,0.0188679245283019,0.95,68,1.12105557410908,487.000854492188,264.761962890625,50.1278741143025,13.65601816,2.245337037,1.12105557410908,0.95,0.101978394876736,NA,NA,NA,NA,NA,NA,NA
"59",59,5522,"JP-TAK",36.25,137.75,0.765123497,0,0.080727459,0,9.155,2.241789863,24,0.06635433,0,1.941660048,24,0.094634473,0,2.576275436,24,"ENF","Forest","MF",0,"Dfb","Df","T&B FOR",420.6892195,0.634615388,"ENF","",59,15,40,33,38,817,171,1835,597,20975.96094,863.377075195312,84,878,3178.39501953125,3508.99560546875,1.11476492881775,20,78,1,1,0.0251256281407035,2.2,55,1.32684165729922,1452.66967773438,549.202514648438,219.322916150253,17.38857457,5.598717001,1.32684165729922,2.2,0.311360555421824,7.84084177017212,9.3773307800293,4.98072004318237,17.7517433166504,9.71434211730957,3.56466388702393,0
"60",60,5524,"KR-GWF-ABIES",38.25,127.75,0.390449899,1e-04,0.107643645,0,NA,2.934204711,29,0.113791579,0,3.12025831,29,0.085007309,1e-04,2.339817873,29,"DBF","Forest","MF",0,"Dwa","Dsw","T&B FOR",452.9322485,-0.780440438,"DBF","",60,18,42,25,44,1071,94,1392,971,12840.1181640625,962.8222656,49,1155,3074.8544921875,3296.40185546875,0.798217833042145,20,78,1,1,0.0185375901132853,1.38888888888889,60,0.749879542184442,468.686065673828,287.743286132812,54.7111571363954,4.339863669,3.491164653,0.749879542184442,1.38888888888889,0.326680080926763,7.44913864135742,4.97334766387939,2.52733278274536,14.4510469436646,4.51528167724609,1.35932564735413,3.60549640655518
"61",61,5688,"DE-HNP",51.25,10.75,1.667485114,0,0.060802765,0,9.877631579,1.836804996,38,0.01967963,0.0224,1.217496013,38,0.093831556,0,2.555672922,38,"CRO","Agriculture","CRO",0,"Cfb","Cf","Agriculture",366.6485966,1.338176909,"CRO","",61,23,58,24,65,1164,39,602,952,7969.05615234375,820.8310547,29,1222,2653.88208007812,3238.26904296875,1.77269852161407,70,0,0,30,0.0241596638655462,1.04347826086957,81,2.09912221043142,337.001281738281,199.699951171875,25.1224746910291,11.7632138,2.15510546,2.09912221043142,1.04347826086957,0.195292987159691,2.22298145294189,2.29649972915649,1.14339089393616,9.17057514190674,3.82516717910767,1.56349730491638,2.31906318664551
"62",62,5702,"CN-YAS-CK",30.25,103.25,0.202071419,0.015,0.130392572,0,14.19666667,3.683729623,12,0.12662207,0.0441,3.547420434,6,0.206819748,0.0261,7.910551325,6,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",383.4559313,4.363130891,"CRO","",62,26,45,17,50,1240,32,1539,1986,13654.9013671875,1059.554688,26,1202,3953.97583007812,3189.82470703125,1.70436251163483,70,0,0,30,0.013091641490433,0.653846153846154,71,2.22994468013486,709.759643554688,180.266464233398,27.6657163015318,13.8721289,4.684511573,2.22994468013486,0.653846153846154,0.177514992242641,NA,NA,NA,NA,NA,NA,2.56076169013977
"63",63,5727,"GB-WYW",52.25,-1.25,0.368047403,0,0.104906121,0,11.09066667,2.854969649,30,0.076204215,0,2.142647357,30,0.148972849,1e-04,4.435890963,30,"CRO","Agriculture","CRO",0,"Cfb","Cf","Agriculture",333.6142564,2.293243606,"CRO","",63,28,49,27,65,1107,34,634,1112,8463.648438,775.425598144531,34,1198,3047.72021484375,4254.7685546875,1.46172523498535,70,0,0,30,0.0251798561151079,0.964285714285714,77,2.07028513045229,177.749923706055,372.779113769531,26.7424308789982,12.16292734,1.74557543,2.07028513045229,0.964285714285714,0.0912068266276858,5.79453182220459,3.58284878730774,1.7720822095871,12.0151519775391,4.86285352706909,1.52717745304108,2.83081865310669
"64",64,5766,"PE-SPE-TAM",-12.75,-69.25,0.586176605,0.1196,0.090896648,0.0067,16.72545455,2.481756257,8,0.145329224,0.0183,4.277172824,8,0.073949339,0.0515,2.094873951,8,"EBF","Forest","EF",0,"Af","A","Tropic FOR",711.1421571,-2.182298873,"ENF","",64,24,36,12,42,1133,24,2391,3044,17221.78516,1373.21618652344,22,1274,6693.82080078125,4904.4150390625,0.280076682567596,98,1,0,1,0.00788436268068331,0.5,60,0.489780057341915,201.99690246582,126.743583679199,74.3309678345273,9.37634969,3.077726046,0.489780057341915,0.5,0.18935869811561,11.4415950775146,9.23429298400879,3.15068984031677,31.6036167144775,3.058349609375,3.98796510696411,3.54109001159668
"65",65,5824,"JP-TNF-IRGA",42.73,141.52,0.720768096,0,0.10356768,0,10.5925,2.817012156,12,0.105885984,0,2.883081947,12,0.099597028,0,2.707349957,12,"DBF","Agriculture","CRO",0,"Dfb","Df","Agriculture",372.2019253,-0.175731991,"DBF","",65,12,41,23,43,976,112,1121,831,14783.4833984375,781.164489746094,54,1012,2558.50537109375,3156.84521484375,0.632011413574219,NA,NA,NA,NA,0.0144404332129964,1.91666666666667,53,0.939047174783617,99.9972381591797,407.723937988281,48.3394020365007,12.23721247,1.829520908,0.939047174783617,1.91666666666667,0.274695669213366,7.92644643783569,5.97267198562622,2.2193078994751,10.548602104187,5.05353260040283,1.4358377456665,4.51673364639282
"66",66,5831,"DE-SOF-BEECH",52.25,9.75,0.858201203,0.0096,0.048073314,0.0557,11.53136364,1.617259649,11,0.048400565,0.0541,1.622560819,11,0.047715051,0.0567,1.61147597,11,"DBF","Agriculture","CRO",0,"Cfb","Cf","Agriculture",347.6921902,-0.011084849,"DBF","",66,16,61,22,63,1156,28,676,1056,8099.722656,843.384216308594,26,1297,3085.65356445312,3347.58764648438,1.47101831436157,70,0,0,30,0.0151515151515152,1.375,77,0.993168299844174,82.7498779296875,193.225173950195,28.881725357248,11.05201618,1.656585797,0.993168299844174,1.375,0.144908654641538,4.27731800079346,2.91762161254883,1.39821422100067,9.51828956604004,3.86622595787048,1.28469908237457,1.75095903873444
"67",67,5831,"DE-SOF-GAP",52.25,9.75,0.439516413,0.0018,0.053824773,0.0072,11.53136364,1.713002596,11,0.053480476,0.0073,1.707114912,11,0.053728524,0.0071,1.711354625,11,"OSH","Agriculture","CRO",0,"Cfb","Cf","Agriculture",347.6921902,0.004239714,"OSH","",67,16,61,22,63,1156,28,676,1056,8099.722656,843.384216308594,26,1297,3085.65356445312,3347.58764648438,1.47101831436157,70,0,0,30,0.0151515151515152,1.375,77,1.00248355454586,82.7498779296875,193.225173950195,28.881725357248,11.05201618,1.656585797,1.00248355454586,1.375,0.144908654641538,4.27731800079346,2.91762161254883,1.39821422100067,9.51828956604004,3.86622595787048,1.28469908237457,1.75095903873444
"68",68,5831,"DE-SOF-MIX",52.25,9.75,0.711683072,0.0078,0.045319045,0.0439,11.53136364,1.573323791,11,0.045559654,0.043,1.57711392,11,0.045558899,0.0423,1.577102005,11,"MF","Agriculture","CRO",0,"Cfb","Cf","Agriculture",347.6921902,-1.19e-05,"MF","",68,16,61,22,63,1156,28,676,1056,8099.722656,843.384216308594,26,1297,3085.65356445312,3347.58764648438,1.47101831436157,70,0,0,30,0.0151515151515152,1.375,77,0.999992445060659,82.7498779296875,193.225173950195,28.881725357248,11.05201618,1.656585797,0.999992445060659,1.375,0.144908654641538,4.27731800079346,2.91762161254883,1.39821422100067,9.51828956604004,3.86622595787048,1.28469908237457,1.75095903873444
"69",69,5831,"DE-SOF-SPRUCE",52.25,9.75,0.651330435,0.0103,0.042922499,0.0879,11.53136364,1.536066596,11,0.043307248,0.0855,1.541987986,11,0.043147976,0.0846,1.539533986,11,"DNF","Agriculture","CRO",0,"Cfb","Cf","Agriculture",347.6921902,-0.002454,"DNF","",69,16,61,22,63,1156,28,676,1056,8099.722656,843.384216308594,26,1297,3085.65356445312,3347.58764648438,1.47101831436157,70,0,0,30,0.0151515151515152,1.375,77,0.998408547911994,82.7498779296875,193.225173950195,28.881725357248,11.05201618,1.656585797,0.998408547911994,1.375,0.144908654641538,4.27731800079346,2.91762161254883,1.39821422100067,9.51828956604004,3.86622595787048,1.28469908237457,1.75095903873444
"70",70,6090,"CN-BTM-143YR",33.75,112.25,0.78678536,0.0036,0.11549339,0,NA,3.173813615,18,0.122865618,0,3.416635106,18,0.074861005,0.0131,2.11405954,18,"DBF","Forest","MF",0,"Cwa","Cw","T&B FOR",439.4947989,-1.302575566,"DBF","",70,18,42,26,46,1097,77,851,1190,6540.90185546875,1256.47082519531,49,1101,3230.55029296875,3200.42358398438,1.5007289648056,49,49,1,1,0.0151260504201681,1.44444444444444,60,0.618754849263087,932.450317382812,231.27392578125,28.1166916755173,7.501436354,3.197333609,0.618754849263087,1.44444444444444,0.332938526208226,4.71804189682007,4.80637741088867,1.796466588974,12.7112455368042,5.32307243347168,1.39779567718506,1.8887312412262
"71",71,6090,"CN-BTM-40YR",33.75,112.25,0.63158951,7e-04,0.106835662,0,NA,2.910592349,18,0.106601789,4e-04,2.903793212,18,0.107280517,0.0468,2.923569115,18,"DBF","Forest","MF",0,"Cwa","Cw","T&B FOR",439.4947989,0.019775903,"DBF","",71,18,42,26,46,1097,77,851,1190,6540.90185546875,1256.47082519531,49,1101,3230.55029296875,3200.42358398438,1.5007289648056,49,49,1,1,0.0151260504201681,1.44444444444444,60,1.00681036890584,932.450317382812,231.27392578125,28.1166916755173,7.501436354,3.197333609,1.00681036890584,1.44444444444444,0.332938526208226,4.71804189682007,4.80637741088867,1.796466588974,12.7112455368042,5.32307243347168,1.39779567718506,1.8887312412262
"72",72,6090,"CN-BTM-48YR",33.75,112.25,0.528135834,0.0014,0.120189854,0,NA,3.326426301,17,0.126758868,0,3.552276554,17,0.106883055,0.0038,2.911972101,17,"DBF","Forest","MF",0,"Cwa","Cw","T&B FOR",439.4947989,-0.640304453,"DBF","",72,18,42,26,46,1097,77,851,1190,6540.90185546875,1256.47082519531,49,1101,3230.55029296875,3200.42358398438,1.5007289648056,49,49,1,1,0.0151260504201681,1.44444444444444,60,0.819748140870678,932.450317382812,231.27392578125,28.1166916755173,7.501436354,3.197333609,0.819748140870678,1.44444444444444,0.332938526208226,4.71804189682007,4.80637741088867,1.796466588974,12.7112455368042,5.32307243347168,1.39779567718506,1.8887312412262
"73",73,6090,"CN-BTM-80YR",33.75,112.25,0.703255406,0.0064,0.122550475,0,NA,3.40588477,18,0.129471765,0,3.649965261,18,0.111088081,0.0286,3.037032277,18,"DBF","Forest","MF",0,"Cwa","Cw","T&B FOR",439.4947989,-0.612932984,"DBF","",73,18,42,26,46,1097,77,851,1190,6540.90185546875,1256.47082519531,49,1101,3230.55029296875,3200.42358398438,1.5007289648056,49,49,1,1,0.0151260504201681,1.44444444444444,60,0.832071556803784,932.450317382812,231.27392578125,28.1166916755173,7.501436354,3.197333609,0.832071556803784,1.44444444444444,0.332938526208226,4.71804189682007,4.80637741088867,1.796466588974,12.7112455368042,5.32307243347168,1.39779567718506,1.8887312412262
"74",74,6100,"CN-YTA",31.75,105.75,0.63856938,2e-04,0.04924843,0,16.92714286,1.63637642,14,0.044595611,0.001,1.561982907,14,0.054996477,0,1.733191958,14,"CRO","Agriculture","CRO",0,"Cwa","Cw","Agriculture",344.5912318,0.171209051,"CRO","",74,25,45,18,55,1299,22,990,1987,9893.8037109375,1006.24328613281,20,1318,3488.67016601562,2984.068359,1.99133098125458,54,20,1,25,0.0125817815802718,0.72,70,1.10961006694294,494.715637207031,168.872024536133,23.4095041415352,9.150284603,2.486073712,1.10961006694294,0.72,0.130276166584909,6.83967018127441,3.43943643569946,1.61618793010712,32.8256149291992,3.84146404266357,1.03881454467773,2.00523567199707
"75",75,6219,"JP-APF",40.25,140.75,0.733036857,0.004,0.119928851,1e-04,11.69916667,3.317755539,12,0.126222988,2e-04,3.533291509,12,0.110069111,0.0355,3.006242954,12,"DBF","Forest","MF",0,"Dfa","Df","T&B FOR",428.9130477,-0.527048555,"DBF","",75,16,40,29,48,1028,81,1468,1137,16028.216796875,910.590148925781,46,1066,3453.39086914062,3106.37060546875,0.686203300952911,70,0,0,30,0.0140721196130167,1.8125,56,0.850833548928102,118.494911193848,479.491607666016,73.9144348465721,13.79386216,5.122915184,0.850833548928102,1.8125,0.168928921184413,7.58510255813599,5.91523742675781,2.63623476028442,17.3461418151855,6.25495481491089,1.29665112495422,4.30023670196533
"76",76,6315,"US-FNA",42.25,-88.25,0.85885028,0.0151,0.08890179,1e-04,18.1625,2.432739293,36,0.102189263,0.0113,2.77844837,36,0.068862876,0,1.990983542,36,"GRA","Urban","URB",0,"Dfa","Df","Urban",402.3874065,-0.787464828,"GRA","",76,22,53,26,55,1455,34,905,1020,8106.69189453125,1120.496094,32,1260,2361.59887695312,3014.009766,1.25480270385742,40,40,0,20,0.0215686274509804,1.18181818181818,75,0.716581082987696,264.998809814453,378.238464355469,77.4305083100701,14.95244976,2.13369195,0.716581082987696,1.18181818181818,0.0898903818730788,NA,NA,NA,NA,NA,NA,NA
